COH_CIDI,CODIGO_CARRERA,NIVEL_GLOBAL_2,ANHO_ING,anho_op_arriba,0,1,tasa
1,DIPPCCD,DIPLOMADO,2019,2519,12.0,,
1,DIPPCCD,DIPLOMADO,2020,2021,1.0,,
1,DIPPCCD,DIPLOMADO,2020,2520,15.0,2.0,0.11764705882352941
1,DIPPCCD,DIPLOMADO,2021,2022,1.0,,
1,DIPPCCD,DIPLOMADO,2021,2521,8.0,2.0,0.2
1,DIPPCCD,DIPLOMADO,2023,2523,4.0,4.0,0.5
1,DIPPCCD,DIPLOMADO,2024,2524,12.0,12.0,0.5
1,DIPPCCL,DIPLOMADO,2010,2011,15.0,,
1,DIPPCCL,DIPLOMADO,2011,2012,25.0,,
1,DIPPCCL,DIPLOMADO,2012,2013,32.0,,
1,DIPPCCL,DIPLOMADO,2013,2014,27.0,,
1,DIPPCF,DIPLOMADO,2015,2016,16.0,,
1,DIPPCF,DIPLOMADO,2016,2017,7.0,,
1,DIPPD,DIPLOMADO,2013,2014,6.0,,
1,DIPPD,DIPLOMADO,2014,2015,16.0,,
1,DIPPD,DIPLOMADO,2015,2016,16.0,,
1,DIPPD,DIPLOMADO,2016,2017,9.0,,
1,DIPPD,DIPLOMADO,2017,2018,16.0,,
1,DIPPD,DIPLOMADO,2018,2019,8.0,,
1,DIPPDT,DIPLOMADO,2020,2021,27.0,,
1,DIPPDT,DIPLOMADO,2021,2521,24.0,,
1,DIPPDT,DIPLOMADO,2023,2523,7.0,9.0,0.5625
1,DIPPDT,DIPLOMADO,2024,2524,4.0,18.0,0.8181818181818182
1,DIPPDT,DIPLOMADO,2025,2525,9.0,,
1,DIPPED,DIPLOMADO,2008,2009,21.0,,
1,DIPPED,DIPLOMADO,2009,2010,6.0,,
1,DIPPED,DIPLOMADO,2010,2011,19.0,,
1,DIPPED,DIPLOMADO,2011,2012,17.0,,
1,DIPPED,DIPLOMADO,2012,2013,19.0,,
1,DIPPED,DIPLOMADO,2013,2014,9.0,,
1,DIPPED,DIPLOMADO,2016,2017,10.0,,
1,DIPPED,DIPLOMADO,2017,2018,12.0,,
1,DIPPED,DIPLOMADO,2018,2019,7.0,,
1,DIPPEGARD,DIPLOMADO,2024,2524,5.0,154.0,0.9685534591194969
1,DIPPGG,DIPLOMADO,2019,2020,10.0,,
1,DIPPGG,DIPLOMADO,2020,2520,13.0,,
1,DIPPGT,DIPLOMADO,2013,2014,1.0,,
1,DIPPGT,DIPLOMADO,2014,2015,43.0,,
1,DIPPGT,DIPLOMADO,2015,2016,42.0,,
1,DIPPGT,DIPLOMADO,2016,2017,56.0,,
1,DIPPGT,DIPLOMADO,2017,2018,24.0,,
1,DIPPGT,DIPLOMADO,2019,2020,29.0,,
1,DIPPGT,DIPLOMADO,2020,2021,40.0,,
1,DIPPGT,DIPLOMADO,2021,2022,46.0,,
1,DIPPGT,DIPLOMADO,2022,2023,21.0,,
1,DIPPGT,DIPLOMADO,2023,2024,6.0,16.0,0.7272727272727273
1,DIPPGT,DIPLOMADO,2024,2524,2.0,14.0,0.875
1,DIPPGT,DIPLOMADO,2025,2525,8.0,,
1,DIPPIC,DIPLOMADO,2019,2519,8.0,1.0,0.1111111111111111
1,DIPPIC,DIPLOMADO,2021,2521,11.0,,
1,DIPPINF,DIPLOMADO,2007,2008,15.0,,
1,DIPPINF,DIPLOMADO,2008,2009,10.0,,
1,DIPPINF,DIPLOMADO,2009,2010,22.0,,
1,DIPPINF,DIPLOMADO,2010,2011,7.0,,
1,DIPPINF,DIPLOMADO,2011,2012,11.0,,
1,DIPPINF,DIPLOMADO,2012,2013,6.0,,
1,DIPPINF,DIPLOMADO,2013,2014,14.0,,
1,DIPPINF,DIPLOMADO,2014,2015,20.0,,
1,DIPPINF,DIPLOMADO,2015,2016,9.0,,
1,DIPPINF,DIPLOMADO,2016,2017,16.0,,
1,DIPPINF,DIPLOMADO,2017,2018,9.0,,
1,DIPPINF,DIPLOMADO,2018,2019,1.0,,
1,DIPPINF,DIPLOMADO,2019,2519,2.0,,
1,DIPPM,DIPLOMADO,2009,2010,11.0,,
1,DIPPM,DIPLOMADO,2010,2011,10.0,,
1,DIPPM,DIPLOMADO,2011,2012,10.0,,
1,DIPPM,DIPLOMADO,2012,2013,18.0,,
1,DIPPM,DIPLOMADO,2013,2014,17.0,,
1,DIPPM,DIPLOMADO,2014,2015,18.0,,
1,DIPPM,DIPLOMADO,2015,2016,25.0,,
1,DIPPM,DIPLOMADO,2016,2017,15.0,,
1,DIPPM,DIPLOMADO,2017,2018,17.0,,
1,DIPPM,DIPLOMADO,2018,2019,10.0,,
1,DIPPM,DIPLOMADO,2019,2020,,9.0,
1,DIPPM,DIPLOMADO,2020,2021,9.0,,
1,DIPPM,DIPLOMADO,2021,2521,10.0,,
1,DIPPM,DIPLOMADO,2022,2522,,8.0,
1,DIPPM,DIPLOMADO,2023,2523,1.0,14.0,0.9333333333333333
1,DIPPM,DIPLOMADO,2024,2524,2.0,41.0,0.9534883720930233
1,DIPPM,DIPLOMADO,2025,2525,19.0,21.0,0.525
1,DIPPMM,DIPLOMADO,2007,2008,5.0,,
1,DIPPMM,DIPLOMADO,2008,2009,15.0,,
1,DIPPMM,DIPLOMADO,2011,2012,18.0,,
1,DIPPMM,DIPLOMADO,2012,2013,25.0,,
1,DIPPMM,DIPLOMADO,2013,2014,17.0,,
1,DIPPMM,DIPLOMADO,2014,2015,16.0,,
1,DIPPN,DIPLOMADO,2007,2008,16.0,,
1,DIPPPAG,DIPLOMADO,2021,2521,1.0,4.0,0.8
1,DIPPPI,DIPLOMADO,2013,2014,35.0,,
1,DIPPPIS,DIPLOMADO,2016,2017,28.0,,
1,DIPPPUB,DIPLOMADO,2010,2011,18.0,,
1,DIPPPUB,DIPLOMADO,2011,2012,33.0,,
1,DIPPPUB,DIPLOMADO,2012,2013,30.0,,
1,DIPPPUB,DIPLOMADO,2019,2020,2.0,,
1,DIPPRSEP,DIPLOMADO,2018,2518,,24.0,
1,DIPPRSEP,DIPLOMADO,2019,2519,,25.0,
1,DIPPSE,DIPLOMADO,2012,2013,36.0,,
1,DIPPSEI,DIPLOMADO,2022,2522,2.0,,
1,DIPPTAD,DIPLOMADO,2022,2522,92.0,1.0,0.010752688172043012
1,DIPPTAD,DIPLOMADO,2023,2523,1.0,45.0,0.9782608695652174
1,DIPPTAD,DIPLOMADO,2024,2524,16.0,39.0,0.7090909090909091
1,DIPPTG,DIPLOMADO,2021,2521,15.0,,
1,DIPRH,DIPLOMADO,2022,2522,3.0,8.0,0.7272727272727273
1,DIPRH,DIPLOMADO,2023,2523,2.0,7.0,0.7777777777777778
1,DIPRH,DIPLOMADO,2024,2524,4.0,12.0,0.75
1,DIPRHDO,DIPLOMADO,2016,2017,59.0,,
1,DIPRHDO,DIPLOMADO,2017,2018,79.0,,
1,DIPRHDO,DIPLOMADO,2018,2019,90.0,,
1,DIPRHDO,DIPLOMADO,2021,2022,75.0,,
1,DIPRHDO,DIPLOMADO,2022,2023,67.0,19.0,0.22093023255813954
1,DIPRHDO,DIPLOMADO,2023,2523,13.0,96.0,0.8807339449541285
1,DIPRHDO,DIPLOMADO,2024,2524,19.0,90.0,0.8256880733944955
1,DIPRHDO,DIPLOMADO,2025,2525,11.0,16.0,0.5925925925925926
1,DIPRMEE,DIPLOMADO,2014,2015,14.0,,
1,DIPRMEE,DIPLOMADO,2016,2017,12.0,,
1,DIPRMEE,DIPLOMADO,2020,2021,24.0,,
1,DIPRMEE,DIPLOMADO,2021,2521,21.0,,
1,DIPRMEE,DIPLOMADO,2022,2522,,12.0,
1,DIPRMEE,DIPLOMADO,2023,2523,7.0,11.0,0.6111111111111112
1,DIPROCN,DIPLOMADO,2018,2019,4.0,,
1,DIPROCN,DIPLOMADO,2019,2020,7.0,,
1,DIPROCN,DIPLOMADO,2021,2022,6.0,,
1,DIPROCN,DIPLOMADO,2024,2524,1.0,9.0,0.9
1,DIPRSF,DIPLOMADO,2024,2524,2.0,6.0,0.75
1,DIPSD,DIPLOMADO,2007,2008,14.0,,
1,DIPSD,DIPLOMADO,2008,2009,17.0,,
1,DIPSD,DIPLOMADO,2009,2010,4.0,,
1,DIPSGI,DIPLOMADO,2009,2010,15.0,,
1,DIPSGI,DIPLOMADO,2014,2015,3.0,,
1,DIPSGV,DIPLOMADO,2007,2008,42.0,,
1,DIPSIGIP,DIPLOMADO,2024,2524,6.0,8.0,0.5714285714285714
1,DIPSMPM,DIPLOMADO,2020,2021,42.0,,
1,DIPSMPM,DIPLOMADO,2021,2521,6.0,,
1,DIPSPL,DIPLOMADO,2024,2524,4.0,10.0,0.7142857142857143
1,DIPSSREE,DIPLOMADO,2021,2521,10.0,,
1,DIPTDA,DIPLOMADO,2010,2011,11.0,,
1,DIPTDA,DIPLOMADO,2011,2012,11.0,,
1,DIPTFCE,DIPLOMADO,2010,2011,13.0,,
1,DIPTFCE,DIPLOMADO,2012,2013,20.0,,
1,DIPTG,DIPLOMADO,2017,2018,1.0,,
1,DIPTI,DIPLOMADO,2017,2018,3.0,,
1,DIPTI,DIPLOMADO,2018,2019,2.0,,
1,DIPTI,DIPLOMADO,2019,2020,9.0,,
1,DIPTMEH,DIPLOMADO,2014,2015,25.0,,
1,DIPTMEH,DIPLOMADO,2016,2017,14.0,,
1,DIPTMEH,DIPLOMADO,2017,2018,19.0,,
1,DIPTMEH,DIPLOMADO,2018,2019,1.0,10.0,0.9090909090909091
1,DIPTMEH,DIPLOMADO,2019,2020,1.0,,
1,DIPTMEH,DIPLOMADO,2019,2519,7.0,,
1,DIPTMEH,DIPLOMADO,2020,2520,10.0,,
1,DIPTMET,DIPLOMADO,2008,2009,16.0,,
1,DIPVEN,DIPLOMADO,2011,2012,8.0,,
1,DIPVGRS,DIPLOMADO,2019,2519,1.0,,
1,DIPVGRS,DIPLOMADO,2020,2520,1.0,,
1,DOCAYH,DOCTORADO,2025,2525,10.0,,
1,DOCBIO,DOCTORADO,2007,2011,10.0,1.0,0.09090909090909091
1,DOCBIO,DOCTORADO,2008,2012,7.0,,
1,DOCBIO,DOCTORADO,2009,2013,8.0,1.0,0.1111111111111111
1,DOCBIO,DOCTORADO,2010,2014,6.0,2.0,0.25
1,DOCBIO,DOCTORADO,2011,2015,7.0,,
1,DOCBIO,DOCTORADO,2012,2016,6.0,,
1,DOCBIO,DOCTORADO,2013,2017,4.0,2.0,0.3333333333333333
1,DOCBIO,DOCTORADO,2014,2018,2.0,3.0,0.6
1,DOCBIO,DOCTORADO,2015,2019,8.0,1.0,0.1111111111111111
1,DOCBIO,DOCTORADO,2016,2020,5.0,3.0,0.375
1,DOCBIO,DOCTORADO,2017,2021,6.0,,
1,DOCBIO,DOCTORADO,2018,2022,3.0,,
1,DOCBIO,DOCTORADO,2019,2023,2.0,3.0,0.6
1,DOCBIO,DOCTORADO,2020,2024,10.0,2.0,0.16666666666666666
1,DOCBIO,DOCTORADO,2021,2025,2.0,3.0,0.6
1,DOCBIO,DOCTORADO,2022,2026,4.0,,
1,DOCBIO,DOCTORADO,2023,2027,5.0,,
1,DOCBIO,DOCTORADO,2024,2028,9.0,,
1,DOCBIO,DOCTORADO,2025,2029,3.0,,
1,DOCCSADM,DOCTORADO,2010,2015,19.0,2.0,0.09523809523809523
1,DOCCSADM,DOCTORADO,2011,2016,10.0,,
1,DOCCSADM,DOCTORADO,2012,2017,9.0,1.0,0.1
1,DOCCSADM,DOCTORADO,2013,2018,6.0,,
1,DOCCSADM,DOCTORADO,2014,2019,8.0,1.0,0.1111111111111111
1,DOCCSADM,DOCTORADO,2015,2020,5.0,1.0,0.16666666666666666
1,DOCCSADM,DOCTORADO,2016,2021,5.0,3.0,0.375
1,DOCCSADM,DOCTORADO,2017,2022,6.0,5.0,0.45454545454545453
1,DOCCSADM,DOCTORADO,2018,2023,5.0,4.0,0.4444444444444444
1,DOCCSADM,DOCTORADO,2019,2024,3.0,4.0,0.5714285714285714
1,DOCCSALIM,DOCTORADO,2007,2011,4.0,,
1,DOCCSALIM,DOCTORADO,2008,2012,5.0,,
1,DOCCSALIM,DOCTORADO,2009,2013,1.0,1.0,0.5
1,DOCCSALIM,DOCTORADO,2010,2014,3.0,1.0,0.25
1,DOCCSALIM,DOCTORADO,2011,2015,3.0,2.0,0.4
1,DOCCSALIM,DOCTORADO,2012,2016,1.0,,
1,DOCCSALIM,DOCTORADO,2013,2017,3.0,,
1,DOCCSALIM,DOCTORADO,2014,2018,,1.0,
1,DOCCSALIM,DOCTORADO,2015,2019,1.0,2.0,0.6666666666666666
1,DOCCSALIM,DOCTORADO,2016,2020,,2.0,
1,DOCCSALIM,DOCTORADO,2017,2021,1.0,,
1,DOCCSALIM,DOCTORADO,2018,2022,2.0,2.0,0.5
1,DOCCSALIM,DOCTORADO,2019,2023,6.0,,
1,DOCCSALIM,DOCTORADO,2020,2024,7.0,,
1,DOCCSALIM,DOCTORADO,2021,2025,3.0,1.0,0.25
1,DOCCSALIM,DOCTORADO,2022,2026,2.0,,
1,DOCCSALIM,DOCTORADO,2023,2027,4.0,,
1,DOCCSALIM,DOCTORADO,2024,2028,8.0,,
1,DOCCSALIM,DOCTORADO,2025,2029,3.0,,
1,DOCCSEDUC,DOCTORADO,2010,2013,14.0,,
1,DOCCSEDUC,DOCTORADO,2011,2014,19.0,1.0,0.05
1,DOCCSEDUC,DOCTORADO,2012,2015,7.0,1.0,0.125
1,DOCCSEDUC,DOCTORADO,2013,2016,8.0,,
1,DOCCSEDUC,DOCTORADO,2014,2017,7.0,,
1,DOCCSEDUC,DOCTORADO,2015,2018,5.0,,
1,DOCCSFIS,DOCTORADO,2007,2011,2.0,,
1,DOCCSFIS,DOCTORADO,2008,2012,4.0,3.0,0.42857142857142855
1,DOCCSFIS,DOCTORADO,2009,2013,3.0,,
1,DOCCSFIS,DOCTORADO,2010,2014,2.0,1.0,0.3333333333333333
1,DOCCSFIS,DOCTORADO,2011,2015,,5.0,
1,DOCCSFIS,DOCTORADO,2012,2016,1.0,4.0,0.8
1,DOCCSFIS,DOCTORADO,2013,2017,,1.0,
1,DOCCSFIS,DOCTORADO,2014,2018,3.0,4.0,0.5714285714285714
1,DOCCSFIS,DOCTORADO,2015,2019,1.0,4.0,0.8
1,DOCCSFIS,DOCTORADO,2016,2020,1.0,2.0,0.6666666666666666
1,DOCCSFIS,DOCTORADO,2017,2021,5.0,1.0,0.16666666666666666
1,DOCCSFIS,DOCTORADO,2018,2022,4.0,,
1,DOCCSFIS,DOCTORADO,2019,2023,3.0,,
1,DOCCSFIS,DOCTORADO,2020,2024,3.0,1.0,0.25
1,DOCCSFIS,DOCTORADO,2021,2025,4.0,,
1,DOCCSFIS,DOCTORADO,2022,2026,2.0,,
1,DOCCSFIS,DOCTORADO,2023,2027,7.0,,
1,DOCCSFIS,DOCTORADO,2024,2028,3.0,,
1,DOCCSFIS,DOCTORADO,2025,2029,2.0,,
1,DOCCSING,DOCTORADO,2007,2011,23.0,2.0,0.08
1,DOCCSING,DOCTORADO,2008,2012,17.0,2.0,0.10526315789473684
1,DOCCSING,DOCTORADO,2009,2013,9.0,3.0,0.25
1,DOCCSING,DOCTORADO,2010,2014,13.0,5.0,0.2777777777777778
1,DOCCSING,DOCTORADO,2011,2015,6.0,6.0,0.5
1,DOCCSING,DOCTORADO,2012,2015,7.0,2.0,0.2222222222222222
1,DOCCSING,DOCTORADO,2012,2016,7.0,4.0,0.36363636363636365
1,DOCCSING,DOCTORADO,2013,2016,2.0,,
1,DOCCSING,DOCTORADO,2013,2017,7.0,7.0,0.5
1,DOCCSING,DOCTORADO,2014,2017,,1.0,
1,DOCCSING,DOCTORADO,2014,2018,9.0,7.0,0.4375
1,DOCCSING,DOCTORADO,2015,2018,1.0,,
1,DOCCSING,DOCTORADO,2015,2019,4.0,4.0,0.5
1,DOCCSING,DOCTORADO,2016,2019,,2.0,
1,DOCCSING,DOCTORADO,2016,2020,8.0,9.0,0.5294117647058824
1,DOCCSING,DOCTORADO,2017,2020,1.0,,
1,DOCCSING,DOCTORADO,2017,2021,12.0,17.0,0.5862068965517241
1,DOCCSING,DOCTORADO,2018,2022,19.0,12.0,0.3870967741935484
1,DOCCSING,DOCTORADO,2019,2023,18.0,14.0,0.4375
1,DOCCSING,DOCTORADO,2020,2024,6.0,5.0,0.45454545454545453
1,DOCCSING,DOCTORADO,2020,2520,1.0,3.0,0.75
1,DOCCSING,DOCTORADO,2021,2025,13.0,10.0,0.43478260869565216
1,DOCCSING,DOCTORADO,2022,2026,10.0,3.0,0.23076923076923078
1,DOCCSING,DOCTORADO,2023,2027,18.0,,
1,DOCCSING,DOCTORADO,2023,2523,1.0,,
1,DOCCSING,DOCTORADO,2024,2028,17.0,,
1,DOCCSING,DOCTORADO,2024,2524,7.0,,
1,DOCCSING,DOCTORADO,2025,2029,15.0,,
1,DOCCSING,DOCTORADO,2025,2525,8.0,,
1,DOCCSMAT,DOCTORADO,2007,2011,,1.0,
1,DOCCSMAT,DOCTORADO,2008,2012,4.0,3.0,0.42857142857142855
1,DOCCSMAT,DOCTORADO,2009,2013,2.0,,
1,DOCCSMAT,DOCTORADO,2010,2014,4.0,,
1,DOCCSMAT,DOCTORADO,2011,2015,1.0,3.0,0.75
1,DOCCSMAT,DOCTORADO,2013,2017,4.0,,
1,DOCCSMAT,DOCTORADO,2014,2018,2.0,1.0,0.3333333333333333
1,DOCCSMAT,DOCTORADO,2015,2019,,2.0,
1,DOCCSMAT,DOCTORADO,2016,2020,4.0,1.0,0.2
1,DOCCSMAT,DOCTORADO,2017,2021,,1.0,
1,DOCCSMAT,DOCTORADO,2018,2022,2.0,1.0,0.3333333333333333
1,DOCCSMAT,DOCTORADO,2019,2023,2.0,3.0,0.6
1,DOCCSMAT,DOCTORADO,2020,2024,3.0,,
1,DOCCSMAT,DOCTORADO,2021,2025,3.0,,
1,DOCCSMAT,DOCTORADO,2022,2026,1.0,,
1,DOCCSMAT,DOCTORADO,2023,2027,2.0,,
1,DOCCSMAT,DOCTORADO,2024,2028,6.0,,
1,DOCCSMAT,DOCTORADO,2025,2029,4.0,,
1,DOCESTAM,DOCTORADO,2007,2011,16.0,2.0,0.1111111111111111
1,DOCESTAM,DOCTORADO,2008,2012,20.0,3.0,0.13043478260869565
1,DOCESTAM,DOCTORADO,2009,2013,23.0,5.0,0.17857142857142858
1,DOCESTAM,DOCTORADO,2010,2014,18.0,3.0,0.14285714285714285
1,DOCESTAM,DOCTORADO,2011,2015,15.0,4.0,0.21052631578947367
1,DOCESTAM,DOCTORADO,2012,2016,9.0,1.0,0.1
1,DOCESTAM,DOCTORADO,2013,2017,12.0,2.0,0.14285714285714285
1,DOCESTAM,DOCTORADO,2014,2018,15.0,1.0,0.0625
1,DOCESTAM,DOCTORADO,2015,2019,7.0,5.0,0.4166666666666667
1,DOCESTAM,DOCTORADO,2016,2020,7.0,7.0,0.5
1,DOCESTAM,DOCTORADO,2017,2021,6.0,2.0,0.25
1,DOCESTAM,DOCTORADO,2018,2022,11.0,3.0,0.21428571428571427
1,DOCESTAM,DOCTORADO,2019,2023,10.0,4.0,0.2857142857142857
1,DOCESTAM,DOCTORADO,2020,2024,6.0,8.0,0.5714285714285714
1,DOCESTAM,DOCTORADO,2021,2025,4.0,7.0,0.6363636363636364
1,DOCESTAM,DOCTORADO,2022,2026,11.0,,
1,DOCESTAM,DOCTORADO,2023,2027,10.0,,
1,DOCESTAM,DOCTORADO,2024,2028,13.0,,
1,DOCESTAM,DOCTORADO,2025,2029,12.0,,
1,DOCHIST,DOCTORADO,2013,2017,1.0,2.0,0.6666666666666666
1,DOCHIST,DOCTORADO,2014,2018,4.0,2.0,0.3333333333333333
1,DOCHIST,DOCTORADO,2015,2019,2.0,3.0,0.6
1,DOCHIST,DOCTORADO,2016,2020,3.0,3.0,0.5
1,DOCHIST,DOCTORADO,2017,2021,4.0,1.0,0.2
1,DOCHIST,DOCTORADO,2018,2022,3.0,3.0,0.5
1,DOCHIST,DOCTORADO,2019,2023,5.0,2.0,0.2857142857142857
1,DOCHIST,DOCTORADO,2020,2024,2.0,1.0,0.3333333333333333
1,DOCHIST,DOCTORADO,2021,2025,1.0,5.0,0.8333333333333334
1,DOCHIST,DOCTORADO,2022,2026,6.0,,
1,DOCHIST,DOCTORADO,2023,2027,2.0,,
1,DOCHIST,DOCTORADO,2024,2028,5.0,,
1,DOCHIST,DOCTORADO,2025,2029,7.0,,
1,DOCITI,DOCTORADO,2025,2525,7.0,,
1,DOCMICROBIO,DOCTORADO,2007,2011,2.0,2.0,0.5
1,DOCMICROBIO,DOCTORADO,2008,2012,3.0,4.0,0.5714285714285714
1,DOCMICROBIO,DOCTORADO,2009,2013,3.0,1.0,0.25
1,DOCMICROBIO,DOCTORADO,2010,2014,2.0,3.0,0.6
1,DOCMICROBIO,DOCTORADO,2011,2015,2.0,2.0,0.5
1,DOCMICROBIO,DOCTORADO,2012,2016,2.0,,
1,DOCMICROBIO,DOCTORADO,2013,2017,1.0,,
1,DOCMICROBIO,DOCTORADO,2014,2018,1.0,1.0,0.5
1,DOCMICROBIO,DOCTORADO,2015,2019,4.0,1.0,0.2
1,DOCMICROBIO,DOCTORADO,2016,2020,1.0,,
1,DOCMICROBIO,DOCTORADO,2017,2021,1.0,,
1,DOCMICROBIO,DOCTORADO,2018,2022,4.0,,
1,DOCMICROBIO,DOCTORADO,2019,2023,1.0,,
1,DOCMICROBIO,DOCTORADO,2020,2024,3.0,2.0,0.4
1,DOCMICROBIO,DOCTORADO,2021,2025,6.0,1.0,0.14285714285714285
1,DOCMICROBIO,DOCTORADO,2022,2026,2.0,,
1,DOCMICROBIO,DOCTORADO,2023,2027,5.0,,
1,DOCMICROBIO,DOCTORADO,2024,2028,4.0,,
1,DOCMICROBIO,DOCTORADO,2025,2029,5.0,,
1,DOCNEUROC,DOCTORADO,2011,2015,1.0,1.0,0.5
1,DOCNEUROC,DOCTORADO,2012,2016,,2.0,
1,DOCNEUROC,DOCTORADO,2013,2017,3.0,1.0,0.25
1,DOCNEUROC,DOCTORADO,2014,2018,1.0,3.0,0.75
1,DOCNEUROC,DOCTORADO,2015,2019,2.0,,
1,DOCNEUROC,DOCTORADO,2016,2020,2.0,,
1,DOCNEUROC,DOCTORADO,2017,2021,4.0,,
1,DOCNEUROC,DOCTORADO,2018,2022,2.0,,
1,DOCNEUROC,DOCTORADO,2019,2023,3.0,,
1,DOCNEUROC,DOCTORADO,2020,2024,3.0,1.0,0.25
1,DOCNEUROC,DOCTORADO,2021,2025,1.0,1.0,0.5
1,DOCNEUROC,DOCTORADO,2022,2026,2.0,,
1,DOCNEUROC,DOCTORADO,2023,2027,3.0,,
1,DOCNEUROC,DOCTORADO,2024,2028,3.0,,
1,DOCNEUROC,DOCTORADO,2025,2029,4.0,,
1,DOCPSIC,DOCTORADO,2010,2013,15.0,,
1,DOCPSIC,DOCTORADO,2011,2014,,1.0,
1,DOCPSIC,DOCTORADO,2012,2015,7.0,,
1,DOCPSIC,DOCTORADO,2013,2016,2.0,,
1,DOCPSIC,DOCTORADO,2014,2017,6.0,,
1,DOCQUIM,DOCTORADO,2007,2011,4.0,5.0,0.5555555555555556
1,DOCQUIM,DOCTORADO,2008,2012,4.0,7.0,0.6363636363636364
1,DOCQUIM,DOCTORADO,2009,2013,9.0,5.0,0.35714285714285715
1,DOCQUIM,DOCTORADO,2010,2014,9.0,1.0,0.1
1,DOCQUIM,DOCTORADO,2011,2015,4.0,,
1,DOCQUIM,DOCTORADO,2012,2016,5.0,6.0,0.5454545454545454
1,DOCQUIM,DOCTORADO,2013,2017,5.0,3.0,0.375
1,DOCQUIM,DOCTORADO,2014,2018,4.0,5.0,0.5555555555555556
1,DOCQUIM,DOCTORADO,2015,2019,4.0,7.0,0.6363636363636364
1,DOCQUIM,DOCTORADO,2016,2020,5.0,3.0,0.375
1,DOCQUIM,DOCTORADO,2017,2021,8.0,1.0,0.1111111111111111
1,DOCQUIM,DOCTORADO,2018,2022,4.0,,
1,DOCQUIM,DOCTORADO,2019,2023,13.0,1.0,0.07142857142857142
1,DOCQUIM,DOCTORADO,2020,2024,4.0,2.0,0.3333333333333333
1,DOCQUIM,DOCTORADO,2021,2025,7.0,1.0,0.125
1,DOCQUIM,DOCTORADO,2022,2026,7.0,,
1,DOCQUIM,DOCTORADO,2023,2027,13.0,,
1,DOCQUIM,DOCTORADO,2024,2028,10.0,,
1,DOCQUIM,DOCTORADO,2025,2029,7.0,,
1,ENF,PREGRADO,2007,2012,15.0,45.0,0.75
1,ENF,PREGRADO,2008,2013,11.0,55.0,0.8333333333333334
1,ENF,PREGRADO,2009,2014,13.0,50.0,0.7936507936507936
1,ENF,PREGRADO,2010,2015,14.0,54.0,0.7941176470588235
1,ENF,PREGRADO,2011,2016,18.0,44.0,0.7096774193548387
1,ENF,PREGRADO,2012,2017,32.0,51.0,0.6144578313253012
1,ENF,PREGRADO,2013,2018,31.0,41.0,0.5694444444444444
1,ENF,PREGRADO,2014,2019,56.0,20.0,0.2631578947368421
1,ENF,PREGRADO,2015,2020,48.0,16.0,0.25
1,ENF,PREGRADO,2016,2021,30.0,32.0,0.5161290322580645
1,ENF,PREGRADO,2017,2022,31.0,21.0,0.40384615384615385
1,ENF,PREGRADO,2018,2023,35.0,29.0,0.453125
1,ENF,PREGRADO,2019,2024,33.0,36.0,0.5217391304347826
1,ENF,PREGRADO,2020,2025,25.0,51.0,0.6710526315789473
1,ENF,PREGRADO,2021,2026,35.0,27.0,0.43548387096774194
1,ENF,PREGRADO,2022,2027,59.0,,
1,ENF,PREGRADO,2023,2028,67.0,,
1,ENF,PREGRADO,2024,2029,46.0,,
1,ENF,PREGRADO,2025,2030,49.0,,
1,GDP,PREGRADO,2025,2030,39.0,,
1,HCS,PREGRADO,2012,2017,23.0,,
1,HCS,PREGRADO,2013,2018,12.0,,
1,HCS,PREGRADO,2014,2019,29.0,,
1,HCS,PREGRADO,2015,2020,22.0,,
1,HCS,PREGRADO,2016,2021,19.0,,
1,HCS,PREGRADO,2017,2022,17.0,,
1,HCS,PREGRADO,2018,2023,30.0,,
1,HCS,PREGRADO,2019,2024,23.0,15.0,0.39473684210526316
1,HCS,PREGRADO,2020,2024,26.0,6.0,0.1875
1,HCS,PREGRADO,2021,2025,13.0,6.0,0.3157894736842105
1,HCS,PREGRADO,2022,2026,17.0,,
1,HCS,PREGRADO,2023,2027,30.0,,
1,HCS,PREGRADO,2024,2028,29.0,,
1,HCS,PREGRADO,2025,2029,44.0,,
1,ICAMB,PREGRADO,2020,2026,61.0,5.0,0.07575757575757576
1,ICAMB,PREGRADO,2021,2027,59.0,,
1,ICAMB,PREGRADO,2022,2028,70.0,,
1,ICAMB,PREGRADO,2023,2026,1.0,2.0,0.6666666666666666
1,ICAMB,PREGRADO,2023,2029,46.0,,
1,ICAMB,PREGRADO,2024,2027,5.0,,
1,ICAMB,PREGRADO,2024,2030,46.0,,
1,ICAMB,PREGRADO,2025,2028,5.0,,
1,ICAMB,PREGRADO,2025,2031,48.0,,
1,ICBIO,PREGRADO,2020,2026,65.0,3.0,0.04411764705882353
1,ICBIO,PREGRADO,2021,2027,61.0,,
1,ICBIO,PREGRADO,2022,2028,68.0,,
1,ICBIO,PREGRADO,2023,2029,69.0,,
1,ICBIO,PREGRADO,2024,2030,70.0,,
1,ICBIO,PREGRADO,2025,2031,73.0,,
1,ICBIOM,PREGRADO,2020,2026,56.0,7.0,0.1111111111111111
1,ICBIOM,PREGRADO,2021,2027,72.0,,
1,ICBIOM,PREGRADO,2022,2028,76.0,,
1,ICBIOM,PREGRADO,2023,2029,76.0,,
1,ICBIOM,PREGRADO,2024,2030,51.0,,
1,ICBIOM,PREGRADO,2025,2031,77.0,,
