ANHO_ING,sexo,CODIGO_CARRERA_x,coh,ret_1_n,ret_2_n,ret_3_n,ret_4_n,ret_1,ret_2,ret_3,ret_4,NIVEL_GLOBAL
2010,M,TCO,40,34.0,32.0,17.0,4.0,0.85,0.8,0.425,0.1,PREGRADO
2010,M,TDI,17,16.0,16.0,6.0,2.0,0.9411764705882353,0.9411764705882353,0.35294117647058826,0.11764705882352941,PREGRADO
2010,M,TEA,14,11.0,8.0,4.0,2.0,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,PREGRADO
2010,M,TEC,73,59.0,52.0,26.0,8.0,0.8082191780821918,0.7123287671232876,0.3561643835616438,0.1095890410958904,PREGRADO
2010,M,TMI,30,20.0,16.0,10.0,5.0,0.6666666666666666,0.5333333333333333,0.3333333333333333,0.16666666666666666,PREGRADO
2010,M,TQF,25,19.0,16.0,11.0,8.0,0.76,0.64,0.44,0.32,PREGRADO
2010,M,TRD,95,53.0,7.0,,2.0,0.5578947368421052,0.07368421052631578,,0.021052631578947368,PREGRADO
2010,M,TUI,29,25.0,9.0,1.0,,0.8620689655172413,0.3103448275862069,0.034482758620689655,,PREGRADO
2011,F,ADMPUB,60,49.0,47.0,41.0,41.0,0.8166666666666667,0.7833333333333333,0.6833333333333333,0.6833333333333333,PREGRADO
2011,F,ARQ,39,32.0,32.0,31.0,31.0,0.8205128205128205,0.8205128205128205,0.7948717948717948,0.7948717948717948,PREGRADO
2011,F,BACHI,101,66.0,26.0,5.0,1.0,0.6534653465346535,0.25742574257425743,0.04950495049504951,0.009900990099009901,PREGRADO
2011,F,CCIV,17,11.0,10.0,7.0,3.0,0.6470588235294118,0.5882352941176471,0.4117647058823529,0.17647058823529413,PREGRADO
2011,F,CONTA,90,77.0,71.0,66.0,65.0,0.8555555555555555,0.7888888888888889,0.7333333333333333,0.7222222222222222,PREGRADO
2011,F,DIPADC,9,,,,,,,,,DIPLOMADO
2011,F,DIPAGR,5,,,,,,,,,DIPLOMADO
2011,F,DIPAN,3,,,,,,,,,DIPLOMADO
2011,F,DIPAP,12,,,,,,,,,DIPLOMADO
2011,F,DIPAPR,22,,,,,,,,,DIPLOMADO
2011,F,DIPCISC,9,,,,,,,,,DIPLOMADO
2011,F,DIPCOM,11,,,,,,,,,DIPLOMADO
2011,F,DIPCSA,4,,,,,,,,,DIPLOMADO
2011,F,DIPDHG,4,,,,,,,,,DIPLOMADO
2011,F,DIPDPM,5,,,,,,,,,DIPLOMADO
2011,F,DIPDRH,3,,,,,,,,,DIPLOMADO
2011,F,DIPDS,84,,,,,,,,,DIPLOMADO
2011,F,DIPDU,20,,,,,,,,,DIPLOMADO
2011,F,DIPEGC,10,,,,,,,,,DIPLOMADO
2011,F,DIPEMA,11,,,,,,,,,DIPLOMADO
2011,F,DIPFPIT,3,,,,,,,,,DIPLOMADO
2011,F,DIPGA,7,,,,,,,,,DIPLOMADO
2011,F,DIPGCLC,3,,,,,,,,,DIPLOMADO
2011,F,DIPGCSP,1,,,,,,,,,DIPLOMADO
2011,F,DIPGFIN,4,,,,,,,,,DIPLOMADO
2011,F,DIPGINF,1,,,,,,,,,DIPLOMADO
2011,F,DIPGLGM,2,,,,,,,,,DIPLOMADO
2011,F,DIPGLPD,5,,,,,,,,,DIPLOMADO
2011,F,DIPGPM,3,,,,,,,,,DIPLOMADO
2011,F,DIPGRH,7,,,,,,,,,DIPLOMADO
2011,F,DIPGS,6,,,,,,,,,DIPLOMADO
2011,F,DIPHMED,18,,,,,,,,,DIPLOMADO
2011,F,DIPICLI,1,,,,,,,,,DIPLOMADO
2011,F,DIPIEA,39,,,,,,,,,DIPLOMADO
2011,F,DIPIEDF,2,,,,,,,,,DIPLOMADO
2011,F,DIPLYDS,1,,,,,,,,,DIPLOMADO
2011,F,DIPMAEA,10,,,,,,,,,DIPLOMADO
2011,F,DIPMD,6,,,,,,,,,DIPLOMADO
2011,F,DIPMTCA,3,,,,,,,,,DIPLOMADO
2011,F,DIPNICI,46,,,,,,,,,DIPLOMADO
2011,F,DIPPCCL,17,,,,,,,,,DIPLOMADO
2011,F,DIPPED,7,,,,,,,,,DIPLOMADO
2011,F,DIPPM,4,,,,,,,,,DIPLOMADO
2011,F,DIPPMM,7,,,,,,,,,DIPLOMADO
2011,F,DIPPPUB,21,,,,,,,,,DIPLOMADO
2011,F,DIPTDA,3,,,,,,,,,DIPLOMADO
2011,F,DIPVEN,6,,,,,,,,,DIPLOMADO
2011,F,DOCBIO,6,4.0,2.0,3.0,3.0,0.6666666666666666,0.3333333333333333,0.5,0.5,DOCTORADO
2011,F,DOCCSADM,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DOCTORADO
2011,F,DOCCSALIM,4,4.0,4.0,4.0,3.0,1.0,1.0,1.0,0.75,DOCTORADO
2011,F,DOCCSEDUC,16,9.0,9.0,9.0,6.0,0.5625,0.5625,0.5625,0.375,DOCTORADO
2011,F,DOCCSFIS,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,DOCTORADO
2011,F,DOCCSING,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,DOCTORADO
2011,F,DOCCSMAT,1,1.0,1.0,1.0,,1.0,1.0,1.0,,DOCTORADO
2011,F,DOCESTAM,10,10.0,10.0,10.0,9.0,1.0,1.0,1.0,0.9,DOCTORADO
2011,F,DOCMICROBIO,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DOCTORADO
2011,F,DOCPSIC,1,1.0,1.0,,,1.0,1.0,,,DOCTORADO
2011,F,DOCQUIM,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,DOCTORADO
2011,F,ENF,48,45.0,45.0,45.0,44.0,0.9375,0.9375,0.9375,0.9166666666666666,PREGRADO
2011,F,ICELEC,16,15.0,11.0,11.0,11.0,0.9375,0.6875,0.6875,0.6875,PREGRADO
2011,F,ICGEOG,17,11.0,10.0,10.0,10.0,0.6470588235294118,0.5882352941176471,0.5882352941176471,0.5882352941176471,PREGRADO
2011,F,ICIND,62,58.0,55.0,45.0,37.0,0.9354838709677419,0.8870967741935484,0.7258064516129032,0.5967741935483871,PREGRADO
2011,F,ICINF,15,10.0,10.0,9.0,8.0,0.6666666666666666,0.6666666666666666,0.6,0.5333333333333333,PREGRADO
2011,F,ICMEC,15,9.0,9.0,9.0,7.0,0.6,0.6,0.6,0.4666666666666667,PREGRADO
2011,F,ICMET,20,14.0,13.0,10.0,9.0,0.7,0.65,0.5,0.45,PREGRADO
2011,F,ICMIN,26,23.0,22.0,22.0,21.0,0.8846153846153846,0.8461538461538461,0.8461538461538461,0.8076923076923077,PREGRADO
2011,F,ICOBR,25,22.0,20.0,19.0,18.0,0.88,0.8,0.76,0.72,PREGRADO
2011,F,ICQUIM,36,25.0,23.0,23.0,21.0,0.6944444444444444,0.6388888888888888,0.6388888888888888,0.5833333333333334,PREGRADO
2011,F,IEAMB,10,8.0,7.0,2.0,,0.8,0.7,0.2,,PREGRADO
2011,F,IECLIM,5,3.0,,,,0.6,,,,PREGRADO
2011,F,IEELEC,5,4.0,4.0,3.0,3.0,0.8,0.8,0.6,0.6,PREGRADO
2011,F,IEGEOM,9,6.0,6.0,4.0,4.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,PREGRADO
2011,F,IEIND,61,52.0,51.0,46.0,28.0,0.8524590163934426,0.8360655737704918,0.7540983606557377,0.45901639344262296,PREGRADO
2011,F,IEINF,10,3.0,4.0,4.0,3.0,0.3,0.4,0.4,0.3,PREGRADO
2011,F,IEMEC,9,6.0,4.0,3.0,3.0,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.3333333333333333,PREGRADO
2011,F,IEMET,12,8.0,8.0,6.0,6.0,0.6666666666666666,0.6666666666666666,0.5,0.5,PREGRADO
2011,F,IEMIN,15,13.0,12.0,10.0,10.0,0.8666666666666667,0.8,0.6666666666666666,0.6666666666666666,PREGRADO
2011,F,IEQUIM,45,36.0,32.0,28.0,21.0,0.8,0.7111111111111111,0.6222222222222222,0.4666666666666667,PREGRADO
2011,F,INGAGRO,40,32.0,30.0,29.0,30.0,0.8,0.75,0.725,0.75,PREGRADO
2011,F,INGAL,34,21.0,20.0,18.0,16.0,0.6176470588235294,0.5882352941176471,0.5294117647058824,0.47058823529411764,PREGRADO
2011,F,INGAMB,28,21.0,21.0,19.0,19.0,0.75,0.75,0.6785714285714286,0.6785714285714286,PREGRADO
2011,F,INGBIO,28,20.0,18.0,18.0,17.0,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.6071428571428571,PREGRADO
2011,F,INGCO,96,81.0,78.0,60.0,47.0,0.84375,0.8125,0.625,0.4895833333333333,PREGRADO
2011,F,INGEST,23,20.0,18.0,18.0,18.0,0.8695652173913043,0.782608695652174,0.782608695652174,0.782608695652174,PREGRADO
2011,F,INGFI,18,13.0,10.0,10.0,9.0,0.7222222222222222,0.5555555555555556,0.5555555555555556,0.5,PREGRADO
2011,F,INGMA,11,6.0,6.0,5.0,5.0,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.45454545454545453,PREGRADO
2011,F,LAT,29,26.0,24.0,23.0,22.0,0.896551724137931,0.8275862068965517,0.7931034482758621,0.7586206896551724,PREGRADO
2011,F,LCC,11,8.0,8.0,6.0,7.0,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.6363636363636364,PREGRADO
2011,F,LEB,15,13.0,12.0,11.0,11.0,0.8666666666666667,0.8,0.7333333333333333,0.7333333333333333,PREGRADO
2011,F,LEE,25,14.0,14.0,11.0,11.0,0.56,0.56,0.44,0.44,PREGRADO
2011,F,LEI,21,17.0,15.0,15.0,4.0,0.8095238095238095,0.7142857142857143,0.7142857142857143,0.19047619047619047,PREGRADO
2011,F,LFM,10,6.0,4.0,3.0,,0.6,0.4,0.3,,PREGRADO
2011,F,LICAF,9,6.0,6.0,4.0,4.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.4444444444444444,PREGRADO
2011,F,LOG,2,2.0,,,,1.0,,,,PREGRADO
2011,F,LQC,17,14.0,11.0,6.0,6.0,0.8235294117647058,0.6470588235294118,0.35294117647058826,0.35294117647058826,PREGRADO
2011,F,MAGADE,23,17.0,3.0,3.0,,0.7391304347826086,0.13043478260869565,0.13043478260869565,,MAGISTER
2011,F,MAGARH,10,10.0,9.0,4.0,1.0,1.0,0.9,0.4,0.1,MAGISTER
2011,F,MAGAS,6,6.0,,,,1.0,,,,MAGISTER
2011,F,MAGCAG,15,11.0,,3.0,,0.7333333333333333,,0.2,,MAGISTER
2011,F,MAGCC,19,17.0,10.0,3.0,,0.8947368421052632,0.5263157894736842,0.15789473684210525,,MAGISTER
2011,F,MAGCDA,1,,,,,,,,,MAGISTER
2011,F,MAGCDI,4,4.0,3.0,,,1.0,0.75,,,MAGISTER
2011,F,MAGCM,2,1.0,1.0,,,0.5,0.5,,,MAGISTER
2011,F,MAGEDU,56,51.0,19.0,7.0,6.0,0.9107142857142857,0.3392857142857143,0.125,0.10714285714285714,MAGISTER
2011,F,MAGEF,18,9.0,7.0,5.0,1.0,0.5,0.3888888888888889,0.2777777777777778,0.05555555555555555,MAGISTER
2011,F,MAGEI,4,4.0,4.0,1.0,1.0,1.0,1.0,0.25,0.25,MAGISTER
2011,F,MAGEII,6,6.0,4.0,6.0,,1.0,0.6666666666666666,1.0,,MAGISTER
2011,F,MAGFC,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,MAGISTER
2011,F,MAGFP,1,1.0,,,,1.0,,,,MAGISTER
2011,F,MAGGEO,9,6.0,4.0,,,0.6666666666666666,0.4444444444444444,,,MAGISTER
2011,F,MAGGP,15,12.0,6.0,2.0,3.0,0.8,0.4,0.13333333333333333,0.2,MAGISTER
2011,F,MAGGT,1,1.0,,,1.0,1.0,,,1.0,MAGISTER
2011,F,MAGHI,11,8.0,7.0,3.0,1.0,0.7272727272727273,0.6363636363636364,0.2727272727272727,0.09090909090909091,MAGISTER
2011,F,MAGII,1,1.0,1.0,,,1.0,1.0,,,MAGISTER
2011,F,MAGLG,20,15.0,10.0,4.0,1.0,0.75,0.5,0.2,0.05,MAGISTER
2011,F,MAGLI,25,25.0,19.0,10.0,3.0,1.0,0.76,0.4,0.12,MAGISTER
2011,F,MAGMA,31,28.0,10.0,6.0,5.0,0.9032258064516129,0.3225806451612903,0.1935483870967742,0.16129032258064516,MAGISTER
2011,F,MAGPC,8,7.0,7.0,7.0,5.0,0.875,0.875,0.875,0.625,MAGISTER
2011,F,MAGPE,2,,,,,,,,,MAGISTER
2011,F,MAGPED,5,4.0,,1.0,,0.8,,0.2,,MAGISTER
2011,F,MAGPGT,11,4.0,1.0,,,0.36363636363636365,0.09090909090909091,,,MAGISTER
2011,F,MAGQUI,9,8.0,4.0,,,0.8888888888888888,0.4444444444444444,,,MAGISTER
2011,F,MAGSGI,1,1.0,1.0,,,1.0,1.0,,,MAGISTER
2011,F,MAGTA,4,4.0,2.0,,,1.0,0.5,,,MAGISTER
2011,F,MED,31,26.0,25.0,25.0,25.0,0.8387096774193549,0.8064516129032258,0.8064516129032258,0.8064516129032258,PREGRADO
2011,F,MIDA,2,2.0,,1.0,,1.0,,0.5,,MAGISTER
2011,F,OBP,41,35.0,35.0,34.0,33.0,0.8536585365853658,0.8536585365853658,0.8292682926829268,0.8048780487804879,PREGRADO
2011,F,PEDCAST,29,23.0,20.0,20.0,20.0,0.7931034482758621,0.6896551724137931,0.6896551724137931,0.6896551724137931,PREGRADO
2011,F,PEDEDFIS,4,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,PREGRADO
2011,F,PEDEGB,37,31.0,31.0,30.0,30.0,0.8378378378378378,0.8378378378378378,0.8108108108108109,0.8108108108108109,PREGRADO
2011,F,PEDFILOS,18,10.0,10.0,6.0,6.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.3333333333333333,PREGRADO
2011,F,PEDFISMAT,17,15.0,14.0,12.0,11.0,0.8823529411764706,0.8235294117647058,0.7058823529411765,0.6470588235294118,PREGRADO
2011,F,PEDHS,25,24.0,22.0,21.0,21.0,0.96,0.88,0.84,0.84,PREGRADO
2011,F,PEDINGLES,40,36.0,34.0,31.0,30.0,0.9,0.85,0.775,0.75,PREGRADO
2011,F,PEDMATCOMP,22,18.0,17.0,15.0,15.0,0.8181818181818182,0.7727272727272727,0.6818181818181818,0.6818181818181818,PREGRADO
2011,F,PEDQUIMBIO,34,27.0,25.0,20.0,20.0,0.7941176470588235,0.7352941176470589,0.5882352941176471,0.5882352941176471,PREGRADO
2011,F,PEP,9,7.0,2.0,,1.0,0.7777777777777778,0.2222222222222222,,0.1111111111111111,PREGRADO
2011,F,PER,33,24.0,20.0,19.0,18.0,0.7272727272727273,0.6060606060606061,0.5757575757575758,0.5454545454545454,PREGRADO
2011,F,POSACU,40,,,,,,,,,POSTITUTLO
2011,F,POSAG,3,,,,,,,,,POSTITUTLO
2011,F,POSAGE,11,,,,,,,,,POSTITUTLO
2011,F,POSAM,2,,,,,,,,,POSTITUTLO
2011,F,POSAN,1,,,,,,,,,POSTITUTLO
2011,F,POSCG,5,4.0,4.0,1.0,1.0,0.8,0.8,0.2,0.2,POSTITUTLO
2011,F,POSCI,3,,,,,,,,,POSTITUTLO
2011,F,POSEI,23,,,,,,,,,POSTITUTLO
2011,F,POSEMI,3,2.0,2.0,,,0.6666666666666666,0.6666666666666666,,,POSTITUTLO
2011,F,POSEMP,26,,,,,,,,,POSTITUTLO
2011,F,POSENP,1,1.0,1.0,,,1.0,1.0,,,POSTITUTLO
2011,F,POSEPI,6,3.0,3.0,,,0.5,0.5,,,POSTITUTLO
2011,F,POSEPR,6,,,,,,,,,POSTITUTLO
2011,F,POSET,6,,,,,,,,,POSTITUTLO
2011,F,POSIA,1,1.0,1.0,,,1.0,1.0,,,POSTITUTLO
2011,F,POSIAM,5,,,,,,,,,POSTITUTLO
2011,F,POSLTRI,8,,,,,,,,,POSTITUTLO
2011,F,POSNEU,2,2.0,2.0,,1.0,1.0,1.0,,0.5,POSTITUTLO
2011,F,POSNEUC,1,1.0,1.0,1.0,,1.0,1.0,1.0,,POSTITUTLO
2011,F,POSPA,2,2.0,2.0,,,1.0,1.0,,,POSTITUTLO
2011,F,POSPED,1,,,,,,,,,POSTITUTLO
2011,F,POSPP,28,1.0,,,,0.03571428571428571,,,,POSTITUTLO
2011,F,POSREI,1,1.0,1.0,,,1.0,1.0,,,POSTITUTLO
2011,F,POSTROR,2,2.0,2.0,,,1.0,1.0,,,POSTITUTLO
2011,F,PRE,18,17.0,3.0,,,0.9444444444444444,0.16666666666666666,,,PREGRADO
2011,F,PSI,42,38.0,38.0,39.0,38.0,0.9047619047619048,0.9047619047619048,0.9285714285714286,0.9047619047619048,PREGRADO
2011,F,PUB,38,36.0,33.0,32.0,30.0,0.9473684210526315,0.868421052631579,0.8421052631578947,0.7894736842105263,PREGRADO
2011,F,TAI,3,3.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,PREGRADO
2011,F,TAP,56,47.0,41.0,10.0,1.0,0.8392857142857143,0.7321428571428571,0.17857142857142858,0.017857142857142856,PREGRADO
2011,F,TCI,23,20.0,17.0,4.0,,0.8695652173913043,0.7391304347826086,0.17391304347826086,,PREGRADO
2011,F,TCO,7,6.0,6.0,4.0,3.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.42857142857142855,PREGRADO
2011,F,TDI,28,22.0,21.0,12.0,1.0,0.7857142857142857,0.75,0.42857142857142855,0.03571428571428571,PREGRADO
2011,F,TEA,49,45.0,40.0,32.0,8.0,0.9183673469387755,0.8163265306122449,0.6530612244897959,0.16326530612244897,PREGRADO
2011,F,TEC,26,19.0,16.0,10.0,1.0,0.7307692307692307,0.6153846153846154,0.38461538461538464,0.038461538461538464,PREGRADO
2011,F,TMI,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,PREGRADO
2011,F,TQF,34,31.0,21.0,19.0,6.0,0.9117647058823529,0.6176470588235294,0.5588235294117647,0.17647058823529413,PREGRADO
2011,F,TRD,54,34.0,1.0,,,0.6296296296296297,0.018518518518518517,,,PREGRADO
2011,F,TUI,5,5.0,1.0,,2.0,1.0,0.2,,0.4,PREGRADO
2011,M,ADMPUB,48,37.0,34.0,30.0,31.0,0.7708333333333334,0.7083333333333334,0.625,0.6458333333333334,PREGRADO
2011,M,ARQ,31,28.0,27.0,25.0,22.0,0.9032258064516129,0.8709677419354839,0.8064516129032258,0.7096774193548387,PREGRADO
2011,M,BACHI,95,71.0,30.0,5.0,1.0,0.7473684210526316,0.3157894736842105,0.05263157894736842,0.010526315789473684,PREGRADO
2011,M,CCIV,99,77.0,63.0,45.0,23.0,0.7777777777777778,0.6363636363636364,0.45454545454545453,0.23232323232323232,PREGRADO
2011,M,CONTA,83,66.0,59.0,56.0,56.0,0.7951807228915663,0.7108433734939759,0.6746987951807228,0.6746987951807228,PREGRADO
2011,M,DIPADC,14,,,,,,,,,DIPLOMADO
2011,M,DIPAGR,11,,,,,,,,,DIPLOMADO
2011,M,DIPAN,7,,,,,,,,,DIPLOMADO
2011,M,DIPAP,15,,,,,,,,,DIPLOMADO
2011,M,DIPAPR,14,,,,,,,,,DIPLOMADO
2011,M,DIPCISC,6,,,,,,,,,DIPLOMADO
2011,M,DIPCOM,4,,,,,,,,,DIPLOMADO
2011,M,DIPCSA,16,,,,,,,,,DIPLOMADO
2011,M,DIPDHG,10,,,,,,,,,DIPLOMADO
2011,M,DIPDPM,12,,,,,,,,,DIPLOMADO
2011,M,DIPDRH,3,,,,,,,,,DIPLOMADO
2011,M,DIPDS,57,,,,,,,,,DIPLOMADO
2011,M,DIPDU,26,,,,,,,,,DIPLOMADO
2011,M,DIPEGC,5,,,,,,,,,DIPLOMADO
2011,M,DIPEMA,7,,,,,,,,,DIPLOMADO
2011,M,DIPFPIT,14,,,,,,,,,DIPLOMADO
2011,M,DIPGA,20,,,,,,,,,DIPLOMADO
2011,M,DIPGCLC,1,,,,,,,,,DIPLOMADO
2011,M,DIPGCSP,6,,,,,,,,,DIPLOMADO
2011,M,DIPGFIN,14,,,,,,,,,DIPLOMADO
2011,M,DIPGINF,10,,,,,,,,,DIPLOMADO
2011,M,DIPGLGM,3,,,,,,,,,DIPLOMADO
2011,M,DIPGLPD,20,,,,,,,,,DIPLOMADO
2011,M,DIPGPM,9,,,,,,,,,DIPLOMADO
2011,M,DIPGRH,5,,,,,,,,,DIPLOMADO
2011,M,DIPGS,17,,,,,,,,,DIPLOMADO
2011,M,DIPHMED,5,,,,,,,,,DIPLOMADO
2011,M,DIPICLI,21,,,,,,,,,DIPLOMADO
2011,M,DIPIEA,25,,,,,,,,,DIPLOMADO
2011,M,DIPIEDF,14,,,,,,,,,DIPLOMADO
2011,M,DIPLYDS,26,,,,,,,,,DIPLOMADO
2011,M,DIPMAEA,18,,,,,,,,,DIPLOMADO
2011,M,DIPMAL,4,,,,,,,,,DIPLOMADO
2011,M,DIPMD,5,,,,,,,,,DIPLOMADO
2011,M,DIPMTCA,1,,,,,,,,,DIPLOMADO
2011,M,DIPNICI,58,,,,,,,,,DIPLOMADO
2011,M,DIPPCCL,8,,,,,,,,,DIPLOMADO
2011,M,DIPPED,10,,,,,,,,,DIPLOMADO
2011,M,DIPPINF,11,,,,,,,,,DIPLOMADO
2011,M,DIPPM,6,1.0,,,,0.16666666666666666,,,,DIPLOMADO
2011,M,DIPPMM,11,,,,,,,,,DIPLOMADO
2011,M,DIPPPUB,12,,,,,,,,,DIPLOMADO
2011,M,DIPTDA,8,,,,,,,,,DIPLOMADO
2011,M,DIPVEN,2,,,,,,,,,DIPLOMADO
2011,M,DOCBIO,1,,,,,,,,,DOCTORADO
2011,M,DOCCSADM,9,9.0,9.0,8.0,8.0,1.0,1.0,0.8888888888888888,0.8888888888888888,DOCTORADO
2011,M,DOCCSALIM,1,,,,,,,,,DOCTORADO
2011,M,DOCCSEDUC,4,2.0,2.0,1.0,2.0,0.5,0.5,0.25,0.5,DOCTORADO
2011,M,DOCCSFIS,3,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,DOCTORADO
2011,M,DOCCSING,10,9.0,10.0,8.0,6.0,0.9,1.0,0.8,0.6,DOCTORADO
2011,M,DOCCSMAT,3,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.6666666666666666,DOCTORADO
2011,M,DOCESTAM,9,8.0,6.0,6.0,4.0,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.4444444444444444,DOCTORADO
2011,M,DOCMICROBIO,3,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,DOCTORADO
2011,M,DOCNEUROC,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,DOCTORADO
2011,M,DOCQUIM,2,,,,,,,,,DOCTORADO
2011,M,ENF,14,12.0,12.0,12.0,12.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,PREGRADO
2011,M,ICELEC,132,90.0,80.0,76.0,68.0,0.6818181818181818,0.6060606060606061,0.5757575757575758,0.5151515151515151,PREGRADO
2011,M,ICGEOG,27,15.0,16.0,15.0,13.0,0.5555555555555556,0.5925925925925926,0.5555555555555556,0.48148148148148145,PREGRADO
2011,M,ICIND,155,136.0,126.0,110.0,94.0,0.8774193548387097,0.8129032258064516,0.7096774193548387,0.6064516129032258,PREGRADO
2011,M,ICINF,99,72.0,69.0,64.0,45.0,0.7272727272727273,0.696969696969697,0.6464646464646465,0.45454545454545453,PREGRADO
2011,M,ICMEC,156,127.0,111.0,99.0,88.0,0.8141025641025641,0.7115384615384616,0.6346153846153846,0.5641025641025641,PREGRADO
2011,M,ICMET,58,47.0,44.0,37.0,30.0,0.8103448275862069,0.7586206896551724,0.6379310344827587,0.5172413793103449,PREGRADO
2011,M,ICMIN,153,128.0,120.0,115.0,109.0,0.8366013071895425,0.7843137254901961,0.7516339869281046,0.7124183006535948,PREGRADO
2011,M,ICOBR,119,101.0,90.0,76.0,70.0,0.8487394957983193,0.7563025210084033,0.6386554621848739,0.5882352941176471,PREGRADO
2011,M,ICQUIM,48,33.0,33.0,30.0,30.0,0.6875,0.6875,0.625,0.625,PREGRADO
2011,M,IEAMB,5,4.0,4.0,3.0,1.0,0.8,0.8,0.6,0.2,PREGRADO
2011,M,IECLIM,42,21.0,17.0,16.0,12.0,0.5,0.40476190476190477,0.38095238095238093,0.2857142857142857,PREGRADO
2011,M,IEELEC,179,133.0,117.0,99.0,71.0,0.7430167597765364,0.6536312849162011,0.553072625698324,0.39664804469273746,PREGRADO
2011,M,IEGEOM,46,27.0,23.0,19.0,18.0,0.5869565217391305,0.5,0.41304347826086957,0.391304347826087,PREGRADO
2011,M,IEIND,105,80.0,70.0,60.0,42.0,0.7619047619047619,0.6666666666666666,0.5714285714285714,0.4,PREGRADO
2011,M,IEINF,86,64.0,57.0,52.0,43.0,0.7441860465116279,0.6627906976744186,0.6046511627906976,0.5,PREGRADO
2011,M,IEMEC,128,95.0,80.0,73.0,54.0,0.7421875,0.625,0.5703125,0.421875,PREGRADO
2011,M,IEMET,42,32.0,28.0,25.0,23.0,0.7619047619047619,0.6666666666666666,0.5952380952380952,0.5476190476190477,PREGRADO
2011,M,IEMIN,55,39.0,41.0,35.0,27.0,0.7090909090909091,0.7454545454545455,0.6363636363636364,0.4909090909090909,PREGRADO
2011,M,IEQUIM,47,29.0,27.0,26.0,24.0,0.6170212765957447,0.574468085106383,0.5531914893617021,0.5106382978723404,PREGRADO
2011,M,INGAGRO,21,15.0,11.0,10.0,10.0,0.7142857142857143,0.5238095238095238,0.47619047619047616,0.47619047619047616,PREGRADO
2011,M,INGAL,10,7.0,5.0,4.0,4.0,0.7,0.5,0.4,0.4,PREGRADO
2011,M,INGAMB,19,16.0,13.0,13.0,13.0,0.8421052631578947,0.6842105263157895,0.6842105263157895,0.6842105263157895,PREGRADO
2011,M,INGBIO,24,18.0,16.0,13.0,13.0,0.75,0.6666666666666666,0.5416666666666666,0.5416666666666666,PREGRADO
2011,M,INGCO,107,94.0,86.0,65.0,59.0,0.8785046728971962,0.8037383177570093,0.6074766355140186,0.5514018691588785,PREGRADO
2011,M,INGEST,16,13.0,10.0,9.0,8.0,0.8125,0.625,0.5625,0.5,PREGRADO
2011,M,INGFI,33,27.0,22.0,14.0,13.0,0.8181818181818182,0.6666666666666666,0.42424242424242425,0.3939393939393939,PREGRADO
2011,M,INGMA,33,17.0,13.0,9.0,5.0,0.5151515151515151,0.3939393939393939,0.2727272727272727,0.15151515151515152,PREGRADO
2011,M,LAT,11,9.0,9.0,8.0,8.0,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.7272727272727273,PREGRADO
2011,M,LCC,37,25.0,18.0,18.0,16.0,0.6756756756756757,0.4864864864864865,0.4864864864864865,0.43243243243243246,PREGRADO
2011,M,LEB,14,14.0,14.0,14.0,14.0,1.0,1.0,1.0,1.0,PREGRADO
2011,M,LEE,21,13.0,10.0,10.0,9.0,0.6190476190476191,0.47619047619047616,0.47619047619047616,0.42857142857142855,PREGRADO
2011,M,LEI,14,12.0,11.0,10.0,2.0,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.14285714285714285,PREGRADO
2011,M,LFM,33,25.0,17.0,7.0,,0.7575757575757576,0.5151515151515151,0.21212121212121213,,PREGRADO
2011,M,LICAF,17,9.0,9.0,8.0,8.0,0.5294117647058824,0.5294117647058824,0.47058823529411764,0.47058823529411764,PREGRADO
2011,M,LOG,9,8.0,,,,0.8888888888888888,,,,PREGRADO
2011,M,LQC,10,7.0,6.0,5.0,5.0,0.7,0.6,0.5,0.5,PREGRADO
