ANHO_ING,sexo,CODIGO_CARRERA_x,SIES_x,coh,ret_1_n,ret_2_n,ret_3_n,ret_4_n,ret_1,ret_2,ret_3,ret_4,NIVEL_GLOBAL
2013,F,POSMU,I71S1C239J2V1,2,1.0,1.0,,,0.5,0.5,,,POSTITUTLO
2013,F,POSNEU,I71S1C231J2V1,1,1.0,1.0,,,1.0,1.0,,,POSTITUTLO
2013,F,POSPA,I71S1C367J1V1,6,3.0,2.0,,,0.5,0.3333333333333333,,,POSTITUTLO
2013,F,POSPED,I71S1C366J1V1,1,1.0,1.0,,,1.0,1.0,,,POSTITUTLO
2013,F,POSPP,I71S1C312J2V1,20,,,1.0,,,,0.05,,POSTITUTLO
2013,F,POSREI,I71S1C363J1V1,4,,,,,,,,,POSTITUTLO
2013,F,POSSRA,I71S1C502J1V1,21,,,,,,,,,POSTITUTLO
2013,F,POSTROR,I71S1C232J2V1,2,2.0,2.0,,,1.0,1.0,,,POSTITUTLO
2013,F,PRE,I71S1C70J2V1,18,14.0,6.0,1.0,,0.7777777777777778,0.3333333333333333,0.05555555555555555,,PREGRADO
2013,F,PSI,I71S1C71J1V1,62,48.0,48.0,49.0,46.0,0.7741935483870968,0.7741935483870968,0.7903225806451613,0.7419354838709677,PREGRADO
2013,F,PUB,I71S1C140J2V1,1,1.0,1.0,,,1.0,1.0,,,PREGRADO
2013,F,PUB,I71S1C72J1V1,42,34.0,28.0,27.0,27.0,0.8095238095238095,0.6666666666666666,0.6428571428571429,0.6428571428571429,PREGRADO
2013,F,QYF,I71S1C413J1V1,30,24.0,24.0,24.0,24.0,0.8,0.8,0.8,0.8,PREGRADO
2013,F,TAI,I71S1C108J1V1,5,4.0,4.0,4.0,2.0,0.8,0.8,0.8,0.4,PREGRADO
2013,F,TAP,I71S1C102J1V1,21,20.0,20.0,12.0,2.0,0.9523809523809523,0.9523809523809523,0.5714285714285714,0.09523809523809523,PREGRADO
2013,F,TAP,I71S1C102J2V1,27,22.0,21.0,7.0,,0.8148148148148148,0.7777777777777778,0.25925925925925924,,PREGRADO
2013,F,TCI,I71S1C105J1V1,22,19.0,16.0,4.0,2.0,0.8636363636363636,0.7272727272727273,0.18181818181818182,0.09090909090909091,PREGRADO
2013,F,TCO,I71S1C110J1V1,6,5.0,3.0,1.0,,0.8333333333333334,0.5,0.16666666666666666,,PREGRADO
2013,F,TDI,I71S1C106J1V1,32,27.0,22.0,15.0,7.0,0.84375,0.6875,0.46875,0.21875,PREGRADO
2013,F,TEA,I71S1C103J1V1,38,35.0,31.0,20.0,7.0,0.9210526315789473,0.8157894736842105,0.5263157894736842,0.18421052631578946,PREGRADO
2013,F,TEC,I71S1C104J1V1,15,10.0,10.0,1.0,,0.6666666666666666,0.6666666666666666,0.06666666666666667,,PREGRADO
2013,F,TEC,I71S1C271J2V1,4,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.25,PREGRADO
2013,F,TMI,I71S1C109J1V1,9,7.0,6.0,2.0,1.0,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.1111111111111111,PREGRADO
2013,F,TQF,I71S1C75J1V1,30,26.0,21.0,11.0,1.0,0.8666666666666667,0.7,0.36666666666666664,0.03333333333333333,PREGRADO
2013,F,TQF,I71S1C75J2V1,23,19.0,12.0,9.0,5.0,0.8260869565217391,0.5217391304347826,0.391304347826087,0.21739130434782608,PREGRADO
2013,F,TRD,I71S1C176J2V1,64,49.0,8.0,2.0,1.0,0.765625,0.125,0.03125,0.015625,PREGRADO
2013,F,TUI,I71S1C78J2V1,4,4.0,2.0,1.0,,1.0,0.5,0.25,,PREGRADO
2013,M,ADMPUB,I71S1C2J1V1,45,36.0,35.0,34.0,32.0,0.8,0.7777777777777778,0.7555555555555555,0.7111111111111111,PREGRADO
2013,M,ADMPUB,I71S1C2J2V1,11,7.0,6.0,1.0,1.0,0.6363636363636364,0.5454545454545454,0.09090909090909091,0.09090909090909091,PREGRADO
2013,M,ARQ,I71S1C3J1V1,30,25.0,24.0,23.0,24.0,0.8333333333333334,0.8,0.7666666666666667,0.8,PREGRADO
2013,M,BACHI,I71S1C4J1V1,86,65.0,23.0,12.0,4.0,0.7558139534883721,0.26744186046511625,0.13953488372093023,0.046511627906976744,PREGRADO
2013,M,CCIV,I71S1C90J2V1,106,87.0,73.0,43.0,25.0,0.8207547169811321,0.6886792452830188,0.4056603773584906,0.2358490566037736,PREGRADO
2013,M,CONTA,I71S1C152J2V1,18,15.0,14.0,12.0,11.0,0.8333333333333334,0.7777777777777778,0.6666666666666666,0.6111111111111112,PREGRADO
2013,M,CONTA,I71S1C6J1V1,52,45.0,43.0,41.0,38.0,0.8653846153846154,0.8269230769230769,0.7884615384615384,0.7307692307692307,PREGRADO
2013,M,CONTA,I71S1C6J2V1,7,,1.0,,,,0.14285714285714285,,,PREGRADO
2013,M,DIPADC,I71S1C305J1V1,10,,,,,,,,,DIPLOMADO
2013,M,DIPAGR,I71S1C253J2V1,13,,,,,,,,,DIPLOMADO
2013,M,DIPAN,I71S1C290J2V1,14,,,,,,,,,DIPLOMADO
2013,M,DIPAP,I71S1C214J2V1,21,,,,,,,,,DIPLOMADO
2013,M,DIPAPR,I71S1C316J2V1,23,,,,,,,,,DIPLOMADO
2013,M,DIPCISC,I71S1C326J1V1,3,,,,,,,,,DIPLOMADO
2013,M,DIPCOM,I71S1C429J2V1,1,,,,,,,,,DIPLOMADO
2013,M,DIPCPSO,0,29,,,,,,,,,DIPLOMADO
2013,M,DIPCSA,I71S1C209J2V1,27,,,,,,,,,DIPLOMADO
2013,M,DIPDEL,I71S1C676J3V1,42,,,,,,,,,DIPLOMADO
2013,M,DIPDFIG,0,8,,,,,,,,,DIPLOMADO
2013,M,DIPDHG,I71S1C291J2V1,14,,,,,,,,,DIPLOMADO
2013,M,DIPDI,I71S1C409J2V1,10,,,,,,,,,DIPLOMADO
2013,M,DIPDRH,I71S1C254J2V1,5,,,,,,,,,DIPLOMADO
2013,M,DIPDS,I71S1C472J1V1,47,,,,,,,,,DIPLOMADO
2013,M,DIPDU,I71S1C433J1V1,25,,,,,,,,,DIPLOMADO
2013,M,DIPEGC,I71S1C521J2V1,15,,,,,,,,,DIPLOMADO
2013,M,DIPELNL,I71S1C407J2V1,10,,,,,,,,,DIPLOMADO
2013,M,DIPESEP,I71S1C517J1V1,9,,,,,,,,,DIPLOMADO
2013,M,DIPESES,I71S1C607J1V1,8,,,,,,,,,DIPLOMADO
2013,M,DIPEYDS,I71S1C332J2V1,9,,,,,,,,,DIPLOMADO
2013,M,DIPFPIT,I71S1C329J2V1,10,,,,,,,,,DIPLOMADO
2013,M,DIPGA,I71S1C213J2V1,38,,,,,,,,,DIPLOMADO
2013,M,DIPGCT,I71S1C436J2V1,5,,,,,,,,,DIPLOMADO
2013,M,DIPGFIN,I71S1C292J2V1,15,,,,,,,,,DIPLOMADO
2013,M,DIPGINF,I71S1C313J2V1,19,,,,,,,,,DIPLOMADO
2013,M,DIPGLPD,I71S1C217J2V1,32,,,,,,,,,DIPLOMADO
2013,M,DIPGRH,I71S1C215J2V1,9,,,,,,,,,DIPLOMADO
2013,M,DIPGS,I71S1C216J2V1,7,,,,,,,,,DIPLOMADO
2013,M,DIPGSA,I71S1C408J2V1,11,,,,,,,,,DIPLOMADO
2013,M,DIPIALI,I71S1C480J1V1,15,,,,,,,,,DIPLOMADO
2013,M,DIPICLI,I71S1C331J2V1,11,,,,,,,,,DIPLOMADO
2013,M,DIPLG,0,16,,,,,,,,,DIPLOMADO
2013,M,DIPLIJ,I71S1C438J1V1,3,,,,,,,,,DIPLOMADO
2013,M,DIPMCOM,I71S1C333J2V1,6,,,,,,,,,DIPLOMADO
2013,M,DIPMD,I71S1C256J2V1,4,,,,,,,,,DIPLOMADO
2013,M,DIPMTCA,I71S1C300J1V1,1,,,,,,,,,DIPLOMADO
2013,M,DIPNICI,I71S1C218J2V1,38,,,,,,,,,DIPLOMADO
2013,M,DIPPCCL,I71S1C327J1V1,13,,,,,,,,,DIPLOMADO
2013,M,DIPPD,I71S1C535J2V1,1,,,,,,,,,DIPLOMADO
2013,M,DIPPED,I71S1C294J2V1,3,,,,,,,,,DIPLOMADO
2013,M,DIPPINF,I71S1C208J2V1,14,,,,,,,,,DIPLOMADO
2013,M,DIPPM,I71S1C258J2V1,12,,,,,,,,,DIPLOMADO
2013,M,DIPPMM,I71S1C177J2V1,13,,,,,,,,,DIPLOMADO
2013,M,DIPPPI,0,21,,,,,,,,,DIPLOMADO
2013,M,DOCBIO,I71S1C118J1V1,6,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,DOCTORADO
2013,M,DOCCSADM,I71S1C274J5V1,5,2.0,2.0,2.0,1.0,0.4,0.4,0.4,0.2,DOCTORADO
2013,M,DOCCSALIM,I71S1C227J1V1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DOCTORADO
2013,M,DOCCSEDUC,I71S1C275J1V1,2,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,DOCTORADO
2013,M,DOCCSFIS,I71S1C8J1V1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DOCTORADO
2013,M,DOCCSING,I71S1C113J1V1,3,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,DOCTORADO
2013,M,DOCCSING,I71S1C114J1V1,3,3.0,2.0,3.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,DOCTORADO
2013,M,DOCCSING,I71S1C131J1V1,3,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.6666666666666666,DOCTORADO
2013,M,DOCCSING,I71S1C393J1V1,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,DOCTORADO
2013,M,DOCCSING,I71S1C91J1V1,5,5.0,5.0,4.0,2.0,1.0,1.0,0.8,0.4,DOCTORADO
2013,M,DOCCSMAT,I71S1C115J1V1,4,4.0,4.0,3.0,3.0,1.0,1.0,0.75,0.75,DOCTORADO
2013,M,DOCESTAM,I71S1C9J1V1,8,8.0,7.0,7.0,5.0,1.0,0.875,0.875,0.625,DOCTORADO
2013,M,DOCHIST,I71S1C443J1V1,2,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,DOCTORADO
2013,M,DOCNEUROC,I71S1C281J1V1,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,DOCTORADO
2013,M,DOCPSIC,I71S1C276J1V1,2,,,,,,,,,DOCTORADO
2013,M,DOCQUIM,I71S1C10J1V1,4,3.0,3.0,3.0,3.0,0.75,0.75,0.75,0.75,DOCTORADO
2013,M,ENF,I71S1C11J1V1,10,7.0,7.0,7.0,7.0,0.7,0.7,0.7,0.7,PREGRADO
2013,M,HCS,I71S1C396J1V1,6,3.0,3.0,3.0,3.0,0.5,0.5,0.5,0.5,PREGRADO
2013,M,ICELEC,I71S1C119J2V1,28,22.0,20.0,9.0,2.0,0.7857142857142857,0.7142857142857143,0.32142857142857145,0.07142857142857142,PREGRADO
2013,M,ICELEC,I71S1C14J1V1,136,105.0,89.0,64.0,55.0,0.7720588235294118,0.6544117647058824,0.47058823529411764,0.40441176470588236,PREGRADO
2013,M,ICGEOG,I71S1C15J1V1,26,13.0,8.0,8.0,7.0,0.5,0.3076923076923077,0.3076923076923077,0.2692307692307692,PREGRADO
2013,M,ICIND,I71S1C120J2V1,64,52.0,45.0,33.0,18.0,0.8125,0.703125,0.515625,0.28125,PREGRADO
2013,M,ICIND,I71S1C19J1V1,100,90.0,86.0,76.0,73.0,0.9,0.86,0.76,0.73,PREGRADO
2013,M,ICINF,I71S1C154J2V1,9,9.0,9.0,7.0,5.0,1.0,1.0,0.7777777777777778,0.5555555555555556,PREGRADO
2013,M,ICINF,I71S1C16J1V1,105,78.0,62.0,32.0,23.0,0.7428571428571429,0.5904761904761905,0.3047619047619048,0.21904761904761905,PREGRADO
2013,M,ICMEC,I71S1C121J2V1,19,13.0,13.0,7.0,4.0,0.6842105263157895,0.6842105263157895,0.3684210526315789,0.21052631578947367,PREGRADO
2013,M,ICMEC,I71S1C20J1V1,143,126.0,111.0,83.0,71.0,0.8811188811188811,0.7762237762237763,0.5804195804195804,0.4965034965034965,PREGRADO
2013,M,ICMET,I71S1C157J2V1,26,23.0,23.0,20.0,10.0,0.8846153846153846,0.8846153846153846,0.7692307692307693,0.38461538461538464,PREGRADO
2013,M,ICMET,I71S1C21J1V1,66,58.0,56.0,42.0,37.0,0.8787878787878788,0.8484848484848485,0.6363636363636364,0.5606060606060606,PREGRADO
2013,M,ICMIN,I71S1C122J2V1,86,74.0,73.0,50.0,43.0,0.8604651162790697,0.8488372093023255,0.5813953488372093,0.5,PREGRADO
2013,M,ICMIN,I71S1C17J1V1,125,109.0,107.0,89.0,80.0,0.872,0.856,0.712,0.64,PREGRADO
2013,M,ICOBR,I71S1C156J2V2,18,14.0,11.0,7.0,5.0,0.7777777777777778,0.6111111111111112,0.3888888888888889,0.2777777777777778,PREGRADO
2013,M,ICOBR,I71S1C18J1V1,81,74.0,66.0,57.0,56.0,0.9135802469135802,0.8148148148148148,0.7037037037037037,0.691358024691358,PREGRADO
2013,M,ICQUIM,I71S1C22J1V1,58,48.0,45.0,37.0,35.0,0.8275862068965517,0.7758620689655172,0.6379310344827587,0.603448275862069,PREGRADO
2013,M,IEAMB,I71S1C123J2V1,4,3.0,3.0,3.0,1.0,0.75,0.75,0.75,0.25,PREGRADO
2013,M,IECLIM,I71S1C35J1V1,46,28.0,12.0,12.0,12.0,0.6086956521739131,0.2608695652173913,0.2608695652173913,0.2608695652173913,PREGRADO
2013,M,IECLIM,I71S1C411J2V1,3,3.0,2.0,3.0,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,PREGRADO
2013,M,IEELEC,I71S1C125J2V1,95,72.0,67.0,47.0,22.0,0.7578947368421053,0.7052631578947368,0.49473684210526314,0.23157894736842105,PREGRADO
2013,M,IEELEC,I71S1C25J1V1,96,79.0,66.0,52.0,47.0,0.8229166666666666,0.6875,0.5416666666666666,0.4895833333333333,PREGRADO
2013,M,IEGEOM,I71S1C126J2V1,26,12.0,10.0,7.0,6.0,0.46153846153846156,0.38461538461538464,0.2692307692307692,0.23076923076923078,PREGRADO
2013,M,IEGEOM,I71S1C27J1V1,36,25.0,21.0,18.0,13.0,0.6944444444444444,0.5833333333333334,0.5,0.3611111111111111,PREGRADO
2013,M,IEIND,I71S1C127J2V1,51,43.0,37.0,28.0,16.0,0.8431372549019608,0.7254901960784313,0.5490196078431373,0.3137254901960784,PREGRADO
2013,M,IEIND,I71S1C31J1V1,80,65.0,55.0,47.0,31.0,0.8125,0.6875,0.5875,0.3875,PREGRADO
2013,M,IEINF,I71S1C124J2V1,27,17.0,13.0,9.0,6.0,0.6296296296296297,0.48148148148148145,0.3333333333333333,0.2222222222222222,PREGRADO
2013,M,IEINF,I71S1C24J1V1,62,44.0,34.0,27.0,23.0,0.7096774193548387,0.5483870967741935,0.43548387096774194,0.3709677419354839,PREGRADO
2013,M,IEMEC,I71S1C128J2V1,46,36.0,26.0,20.0,7.0,0.782608695652174,0.5652173913043478,0.43478260869565216,0.15217391304347827,PREGRADO
2013,M,IEMEC,I71S1C32J1V1,90,77.0,67.0,54.0,48.0,0.8555555555555555,0.7444444444444445,0.6,0.5333333333333333,PREGRADO
2013,M,IEMET,I71S1C28J1V1,50,38.0,30.0,28.0,22.0,0.76,0.6,0.56,0.44,PREGRADO
2013,M,IEMIN,I71S1C29J1V1,68,58.0,44.0,34.0,26.0,0.8529411764705882,0.6470588235294118,0.5,0.38235294117647056,PREGRADO
2013,M,IEQUIM,I71S1C201J2V1,12,5.0,5.0,5.0,2.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.16666666666666666,PREGRADO
2013,M,IEQUIM,I71S1C30J1V1,30,21.0,15.0,9.0,7.0,0.7,0.5,0.3,0.23333333333333334,PREGRADO
2013,M,INGAGRO,I71S1C101J1V1,22,12.0,12.0,11.0,7.0,0.5454545454545454,0.5454545454545454,0.5,0.3181818181818182,PREGRADO
2013,M,INGAL,I71S1C36J1V1,12,10.0,9.0,9.0,8.0,0.8333333333333334,0.75,0.75,0.6666666666666666,PREGRADO
2013,M,INGAMB,I71S1C34J1V1,23,18.0,17.0,14.0,13.0,0.782608695652174,0.7391304347826086,0.6086956521739131,0.5652173913043478,PREGRADO
2013,M,INGBIO,I71S1C141J1V1,30,24.0,21.0,15.0,12.0,0.8,0.7,0.5,0.4,PREGRADO
2013,M,INGCO,I71S1C133J2V1,40,34.0,31.0,6.0,1.0,0.85,0.775,0.15,0.025,PREGRADO
2013,M,INGCO,I71S1C23J1V1,55,48.0,46.0,45.0,40.0,0.8727272727272727,0.8363636363636363,0.8181818181818182,0.7272727272727273,PREGRADO
2013,M,INGEST,I71S1C37J1V1,28,24.0,23.0,21.0,20.0,0.8571428571428571,0.8214285714285714,0.75,0.7142857142857143,PREGRADO
2013,M,INGFI,I71S1C38J1V1,32,21.0,19.0,15.0,13.0,0.65625,0.59375,0.46875,0.40625,PREGRADO
2013,M,INGMA,I71S1C100J1V1,33,17.0,13.0,10.0,8.0,0.5151515151515151,0.3939393939393939,0.30303030303030304,0.24242424242424243,PREGRADO
2013,M,LAT,I71S1C46J1V1,6,5.0,5.0,2.0,2.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333,PREGRADO
2013,M,LCC,I71S1C39J1V1,30,14.0,12.0,11.0,10.0,0.4666666666666667,0.4,0.36666666666666664,0.3333333333333333,PREGRADO
2013,M,LEB,I71S1C5J1V1,10,9.0,7.0,6.0,5.0,0.9,0.7,0.6,0.5,PREGRADO
2013,M,LEE,I71S1C142J1V1,26,19.0,15.0,15.0,15.0,0.7307692307692307,0.5769230769230769,0.5769230769230769,0.5769230769230769,PREGRADO
2013,M,LEI,I71S1C129J2V1,16,11.0,9.0,7.0,1.0,0.6875,0.5625,0.4375,0.0625,PREGRADO
2013,M,LICAF,I71S1C111J1V1,9,6.0,6.0,5.0,4.0,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.4444444444444444,PREGRADO
2013,M,LOG,I71S1C205J1V1,7,6.0,,,,0.8571428571428571,,,,PREGRADO
2013,M,LQC,I71S1C73J1V1,16,13.0,9.0,6.0,4.0,0.8125,0.5625,0.375,0.25,PREGRADO
2013,M,MAGADE,I71S1C87J2V1,61,56.0,7.0,2.0,1.0,0.9180327868852459,0.11475409836065574,0.03278688524590164,0.01639344262295082,MAGISTER
2013,M,MAGARH,I71S1C85J2V1,15,15.0,11.0,8.0,3.0,1.0,0.7333333333333333,0.5333333333333333,0.2,MAGISTER
2013,M,MAGAS,I71S1C229J2V1,1,1.0,,,,1.0,,,,MAGISTER
2013,M,MAGCAG,I71S1C89J2V1,11,5.0,2.0,2.0,,0.45454545454545453,0.18181818181818182,0.18181818181818182,,MAGISTER
2013,M,MAGCC,I71S1C277J2V1,8,8.0,1.0,1.0,2.0,1.0,0.125,0.125,0.25,MAGISTER
2013,M,MAGCDA,I71S1C397J2V1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MAGISTER
2013,M,MAGCDI,I71S1C206J1V1,5,5.0,2.0,,,1.0,0.4,,,MAGISTER
2013,M,MAGCDI,I71S1C54J1V1,5,4.0,2.0,1.0,,0.8,0.4,0.2,,MAGISTER
2013,M,MAGCDI,I71S1C55J1V1,5,3.0,2.0,,,0.6,0.4,,,MAGISTER
2013,M,MAGCDI,I71S1C56J1V1,4,4.0,3.0,,,1.0,0.75,,,MAGISTER
2013,M,MAGCDI,I71S1C92J1V1,8,8.0,8.0,2.0,,1.0,1.0,0.25,,MAGISTER
2013,M,MAGCM,I71S1C59J1V1,3,2.0,,,,0.6666666666666666,,,,MAGISTER
2013,M,MAGEDM,I71S1C445J2V1,8,7.0,1.0,1.0,1.0,0.875,0.125,0.125,0.125,MAGISTER
2013,M,MAGEDU,I71S1C135J2V1,21,18.0,5.0,1.0,,0.8571428571428571,0.23809523809523808,0.047619047619047616,,MAGISTER
2013,M,MAGEDU,I71S1C550J2V1,15,13.0,1.0,,1.0,0.8666666666666667,0.06666666666666667,,0.06666666666666667,MAGISTER
2013,M,MAGEF,I71S1C84J2V1,42,34.0,24.0,20.0,11.0,0.8095238095238095,0.5714285714285714,0.47619047619047616,0.2619047619047619,MAGISTER
2013,M,MAGEI,I71S1C225J2V1,6,5.0,4.0,2.0,1.0,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666,MAGISTER
2013,M,MAGEII,I71S1C62J2V1,11,11.0,10.0,5.0,,1.0,0.9090909090909091,0.45454545454545453,,MAGISTER
2013,M,MAGFC,I71S1C96J2V1,6,5.0,4.0,2.0,1.0,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666,MAGISTER
2013,M,MAGFP,I71S1C97J2V1,2,2.0,,,,1.0,,,,MAGISTER
2013,M,MAGGEO,I71S1C278J2V1,4,3.0,1.0,1.0,,0.75,0.25,0.25,,MAGISTER
2013,M,MAGGP,I71S1C88J2V1,14,10.0,5.0,4.0,2.0,0.7142857142857143,0.35714285714285715,0.2857142857142857,0.14285714285714285,MAGISTER
2013,M,MAGGT,I71S1C226J2V1,5,5.0,1.0,,,1.0,0.2,,,MAGISTER
2013,M,MAGHI,I71S1C95J2V1,12,12.0,8.0,4.0,,1.0,0.6666666666666666,0.3333333333333333,,MAGISTER
2013,M,MAGII,I71S1C63J2V1,15,13.0,6.0,1.0,,0.8666666666666667,0.4,0.06666666666666667,,MAGISTER
2013,M,MAGLG,I71S1C93J2V1,6,5.0,5.0,3.0,1.0,0.8333333333333334,0.8333333333333334,0.5,0.16666666666666666,MAGISTER
2013,M,MAGLI,I71S1C94J2V1,9,9.0,8.0,4.0,,1.0,0.8888888888888888,0.4444444444444444,,MAGISTER
2013,M,MAGMA,I71S1C160J2V1,3,3.0,1.0,,,1.0,0.3333333333333333,,,MAGISTER
2013,M,MAGMA,I71S1C161J2V1,30,22.0,2.0,16.0,4.0,0.7333333333333333,0.06666666666666667,0.5333333333333333,0.13333333333333333,MAGISTER
2013,M,MAGMA,I71S1C162J2V1,4,4.0,3.0,1.0,1.0,1.0,0.75,0.25,0.25,MAGISTER
2013,M,MAGPC,I71S1C168J2V1,3,2.0,2.0,2.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,MAGISTER
2013,M,MAGPE,I71S1C224J2V1,4,1.0,,,,0.25,,,,MAGISTER
2013,M,MAGPED,I71S1C220J2V1,2,,,,,,,,,MAGISTER
2013,M,MAGPGT,I71S1C86J2V1,21,7.0,2.0,1.0,,0.3333333333333333,0.09523809523809523,0.047619047619047616,,MAGISTER
2013,M,MAGPS,I71S1C136J2V1,4,3.0,3.0,2.0,2.0,0.75,0.75,0.5,0.5,MAGISTER
2013,M,MAGQUI,I71S1C64J1V1,7,6.0,1.0,,,0.8571428571428571,0.14285714285714285,,,MAGISTER
2013,M,MAGSGI,I71S1C279J2V1,7,7.0,7.0,2.0,1.0,1.0,1.0,0.2857142857142857,0.14285714285714285,MAGISTER
2013,M,MAGSPA,I71S1C398J2V1,9,9.0,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,MAGISTER
2013,M,MAGTA,I71S1C65J2V1,1,1.0,,,,1.0,,,,MAGISTER
2013,M,MAGTCO,I71S1C66J2V1,4,3.0,1.0,2.0,1.0,0.75,0.25,0.5,0.25,MAGISTER
2013,M,MED,I71S1C67J1V1,35,30.0,27.0,27.0,27.0,0.8571428571428571,0.7714285714285715,0.7714285714285715,0.7714285714285715,PREGRADO
2013,M,MIDA,I71S1C280J2V1,4,4.0,3.0,1.0,1.0,1.0,0.75,0.25,0.25,MAGISTER
2013,M,OBP,I71S1C68J1V1,6,5.0,5.0,5.0,4.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,PREGRADO
2013,M,PEDCAST,I71S1C40J1V1,17,13.0,11.0,11.0,10.0,0.7647058823529411,0.6470588235294118,0.6470588235294118,0.5882352941176471,PREGRADO
2013,M,PEDEDFIS,I71S1C395J1V1,9,7.0,7.0,5.0,2.0,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.2222222222222222,PREGRADO
2013,M,PEDEGB,I71S1C146J1V1,5,4.0,4.0,4.0,4.0,0.8,0.8,0.8,0.8,PREGRADO
2013,M,PEDFILOS,I71S1C45J1V1,6,6.0,4.0,4.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.5,PREGRADO
2013,M,PEDFISMAT,I71S1C41J1V1,24,19.0,19.0,19.0,19.0,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.7916666666666666,PREGRADO
2013,M,PEDHS,I71S1C149J1V1,18,12.0,11.0,10.0,9.0,0.6666666666666666,0.6111111111111112,0.5555555555555556,0.5,PREGRADO
2013,M,PEDINGLES,I71S1C43J1V1,17,17.0,17.0,16.0,16.0,1.0,1.0,0.9411764705882353,0.9411764705882353,PREGRADO
2013,M,PEDMATCOMP,I71S1C44J1V1,17,17.0,15.0,13.0,12.0,1.0,0.8823529411764706,0.7647058823529411,0.7058823529411765,PREGRADO
2013,M,PEDQUIMBIO,I71S1C145J1V1,13,10.0,8.0,8.0,7.0,0.7692307692307693,0.6153846153846154,0.6153846153846154,0.5384615384615384,PREGRADO
2013,M,PEP,I71S1C138J2V1,6,6.0,2.0,1.0,2.0,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,PREGRADO
2013,M,PER,I71S1C137J2V1,16,11.0,2.0,1.0,,0.6875,0.125,0.0625,,PREGRADO
2013,M,PER,I71S1C69J1V1,23,16.0,15.0,14.0,14.0,0.6956521739130435,0.6521739130434783,0.6086956521739131,0.6086956521739131,PREGRADO
2013,M,POSACU,I71S1C412J2V1,15,1.0,1.0,,,0.06666666666666667,0.06666666666666667,,,POSTITUTLO
2013,M,POSAG,I71S1C211J2V1,3,,,,,,,,,POSTITUTLO
2013,M,POSAGE,0,3,,,,,,,,,POSTITUTLO
2013,M,POSAM,I71S1C297J2V1,5,,,1.0,,,,0.2,,POSTITUTLO
2013,M,POSAN,I71S1C235J2V1,2,1.0,1.0,,,0.5,0.5,,,POSTITUTLO
2013,M,POSAPA,I71S1C238J2V1,1,1.0,,,,1.0,,,,POSTITUTLO
2013,M,POSCG,I71S1C234J2V1,12,6.0,7.0,1.0,,0.5,0.5833333333333334,0.08333333333333333,,POSTITUTLO
2013,M,POSCI,I71S1C219J2V1,10,,,,,,,,,POSTITUTLO
2013,M,POSEDV,I71S1C505J1V1,2,2.0,2.0,2.0,,1.0,1.0,1.0,,POSTITUTLO
2013,M,POSEI,I71S1C222J2V1,1,,,,,,,,,POSTITUTLO
2013,M,POSEMI,I71S1C236J2V1,11,7.0,5.0,,,0.6363636363636364,0.45454545454545453,,,POSTITUTLO
2013,M,POSENP,I71S1C374J2V1,2,2.0,2.0,1.0,,1.0,1.0,0.5,,POSTITUTLO
2013,M,POSEPI,I71S1C237J2V1,1,1.0,1.0,,,1.0,1.0,,,POSTITUTLO
2013,M,POSEPR,I71S1C259J2V1,7,,,,,,,,,POSTITUTLO
2013,M,POSGO,I71S1C230J2V1,2,,,,,,,,,POSTITUTLO
2013,M,POSIA,I71S1C369J1V1,1,1.0,,,,1.0,,,,POSTITUTLO
2013,M,POSIAM,I71S1C347J2V1,4,,,,,,,,,POSTITUTLO
2013,M,POSIC,I71S1C349J2V1,4,,,,,,,,,POSTITUTLO
2013,M,POSIT,I71S1C450J2V1,6,,,,,,,,,POSTITUTLO
2013,M,POSLTRI,I71S1C210J2V1,16,,,,,,,,,POSTITUTLO
2013,M,POSMU,I71S1C239J2V1,12,2.0,2.0,,,0.16666666666666666,0.16666666666666666,,,POSTITUTLO
